,Neighborhood,Year Built,SalePrice,SalePriceUSD
678,NAmes,1949,90000,"$90,000"
679,NAmes,1950,138000,"$138,000"
680,NAmes,1958,128000,"$128,000"
681,NAmes,1958,139000,"$139,000"
682,NAmes,1952,118900,"$118,900"
683,NAmes,1959,138000,"$138,000"
684,NAmes,1959,132500,"$132,500"
685,NAmes,1949,133500,"$133,500"
686,NAmes,1948,135000,"$135,000"
687,NAmes,1964,144750,"$144,750"
688,NAmes,1978,145000,"$145,000"
689,NAmes,1963,127000,"$127,000"
690,NAmes,1962,109500,"$109,500"
691,OldTown,1926,115000,"$115,000"
692,OldTown,1910,110000,"$110,000"
693,OldTown,1935,128900,"$128,900"
694,OldTown,1910,103500,"$103,500"
695,OldTown,1941,66500,"$66,500"
696,OldTown,1910,130000,"$130,000"
697,OldTown,1910,129000,"$129,000"
698,OldTown,1939,150000,"$150,000"
699,OldTown,1892,107500,"$107,500"
700,OldTown,1920,94550,"$94,550"
701,OldTown,1952,124500,"$124,500"
702,OldTown,1946,135000,"$135,000"
703,OldTown,1910,103000,"$103,000"
704,OldTown,1953,93000,"$93,000"
705,OldTown,1950,129500,"$129,500"
706,OldTown,1954,93000,"$93,000"
707,OldTown,1920,80000,"$80,000"
708,OldTown,1940,45000,"$45,000"
709,OldTown,1910,37900,"$37,900"
710,OldTown,1938,91300,"$91,300"
711,OldTown,1923,99500,"$99,500"
712,OldTown,1920,113000,"$113,000"
713,OldTown,1910,87500,"$87,500"
714,OldTown,1947,110000,"$110,000"
715,OldTown,1898,106000,"$106,000"
716,OldTown,1880,265979,"$265,979"
717,OldTown,1900,160000,"$160,000"
718,OldTown,1917,119000,"$119,000"
719,OldTown,1882,168000,"$168,000"
720,OldTown,1910,58500,"$58,500"
721,OldTown,1920,143000,"$143,000"
722,OldTown,1910,85000,"$85,000"
723,OldTown,1890,124900,"$124,900"
724,OldTown,1920,119000,"$119,000"
725,OldTown,1910,146500,"$146,500"
726,IDOTRR,1920,34900,"$34,900"
727,IDOTRR,1900,44000,"$44,000"
728,BrkSide,1923,223500,"$223,500"
729,BrkSide,1923,149000,"$149,000"
730,BrkSide,1925,205000,"$205,000"
731,BrkSide,1930,137000,"$137,000"
732,BrkSide,1916,121000,"$121,000"
733,BrkSide,1936,128000,"$128,000"
734,BrkSide,1937,134900,"$134,900"
735,BrkSide,1925,117000,"$117,000"
736,BrkSide,1939,132500,"$132,500"
737,BrkSide,1924,93000,"$93,000"
738,BrkSide,1926,119000,"$119,000"
739,BrkSide,1924,100000,"$100,000"
740,BrkSide,1936,141500,"$141,500"
741,BrkSide,1935,133000,"$133,000"
742,BrkSide,1936,60000,"$60,000"
743,BrkSide,1931,105000,"$105,000"
744,BrkSide,1925,115000,"$115,000"
745,BrkSide,1938,150000,"$150,000"
746,BrkSide,1925,126500,"$126,500"
747,BrkSide,1916,214500,"$214,500"
748,BrkSide,1910,167500,"$167,500"
749,OldTown,1915,155000,"$155,000"
750,OldTown,1915,155000,"$155,000"
751,OldTown,1915,179900,"$179,900"
752,OldTown,1912,104000,"$104,000"
753,OldTown,1922,62500,"$62,500"
754,IDOTRR,1927,149000,"$149,000"
755,IDOTRR,1925,103000,"$103,000"
756,OldTown,1915,123000,"$123,000"
757,OldTown,1902,97500,"$97,500"
758,IDOTRR,1927,135000,"$135,000"
759,IDOTRR,1923,70000,"$70,000"
760,IDOTRR,1915,116000,"$116,000"
761,Sawyer,1946,88750,"$88,750"
762,Edwards,1987,179000,"$179,000"
763,Edwards,1987,179000,"$179,000"
764,Edwards,1978,159900,"$159,900"
765,Edwards,1922,61000,"$61,000"
766,Edwards,1925,103600,"$103,600"
767,Edwards,1934,63000,"$63,000"
768,Sawyer,1963,175000,"$175,000"
769,Sawyer,1963,139000,"$139,000"
770,Sawyer,1978,172500,"$172,500"
771,Sawyer,1967,113500,"$113,500"
772,Sawyer,1967,130000,"$130,000"
773,Sawyer,1978,149900,"$149,900"
774,Sawyer,1982,134900,"$134,900"
775,Sawyer,1982,137000,"$137,000"
776,Sawyer,1962,139000,"$139,000"
777,Sawyer,1961,165000,"$165,000"
778,Sawyer,1960,148000,"$148,000"
779,ClearCr,1956,165000,"$165,000"
780,Sawyer,1947,63900,"$63,900"
781,ClearCr,1957,161500,"$161,500"
782,ClearCr,1968,143000,"$143,000"
783,Edwards,1956,135000,"$135,000"
784,Edwards,1940,82500,"$82,500"
785,ClearCr,1955,190000,"$190,000"
786,Edwards,1955,139600,"$139,600"
787,Edwards,1954,122000,"$122,000"
788,Edwards,1956,127500,"$127,500"
789,Edwards,1956,121500,"$121,500"
790,Edwards,1958,60000,"$60,000"
791,Edwards,1946,154400,"$154,400"
792,Edwards,1941,113000,"$113,000"
793,Edwards,1954,125000,"$125,000"
794,Edwards,1957,84000,"$84,000"
795,Edwards,1984,139500,"$139,500"
796,Edwards,1949,131000,"$131,000"
797,Edwards,1939,105000,"$105,000"
798,Edwards,1940,108000,"$108,000"
799,SawyerW,1990,162000,"$162,000"
800,SawyerW,1983,156500,"$156,500"
801,SawyerW,1983,316600,"$316,600"
802,SawyerW,1990,271900,"$271,900"
803,SawyerW,1993,213000,"$213,000"
804,SawyerW,1993,239900,"$239,900"
805,SawyerW,1995,239500,"$239,500"
806,SawyerW,1880,131000,"$131,000"
807,SawyerW,1979,118964,"$118,964"
808,SawyerW,1979,153337,"$153,337"
809,SawyerW,1979,147983,"$147,983"
810,SawyerW,1979,118858,"$118,858"
811,SawyerW,1979,118858,"$118,858"
812,SawyerW,1979,142953,"$142,953"
813,SawyerW,1979,148325,"$148,325"
814,SawyerW,1979,113722,"$113,722"
815,SawyerW,2000,269500,"$269,500"
816,SawyerW,2000,269500,"$269,500"
817,SawyerW,2000,269500,"$269,500"
818,CollgCr,2009,323262,"$323,262"
819,CollgCr,2007,297000,"$297,000"
820,CollgCr,2008,295493,"$295,493"
821,CollgCr,2008,332000,"$332,000"
822,CollgCr,2008,239900,"$239,900"
823,CollgCr,2007,212000,"$212,000"
824,CollgCr,2007,272500,"$272,500"
825,CollgCr,2007,239000,"$239,000"
826,CollgCr,2006,220000,"$220,000"
827,CollgCr,2007,200000,"$200,000"
828,CollgCr,2008,221800,"$221,800"
829,CollgCr,2007,194500,"$194,500"
830,CollgCr,2005,237000,"$237,000"
831,CollgCr,2005,173000,"$173,000"
832,SawyerW,1989,275000,"$275,000"
833,ClearCr,1992,233500,"$233,500"
834,ClearCr,1967,185000,"$185,000"
835,CollgCr,1996,152000,"$152,000"
836,CollgCr,1994,143000,"$143,000"
837,CollgCr,1997,231500,"$231,500"
838,CollgCr,1996,212000,"$212,000"
839,CollgCr,1998,207000,"$207,000"
840,CollgCr,1994,145000,"$145,000"
841,CollgCr,1994,138000,"$138,000"
842,CollgCr,1998,197900,"$197,900"
843,CollgCr,1999,204000,"$204,000"
844,CollgCr,1999,192000,"$192,000"
845,CollgCr,1998,200000,"$200,000"
846,CollgCr,2002,195000,"$195,000"
847,CollgCr,2002,227000,"$227,000"
848,CollgCr,2001,230000,"$230,000"
849,CollgCr,2001,187100,"$187,100"
850,CollgCr,2002,203000,"$203,000"
851,CollgCr,2001,201000,"$201,000"
852,CollgCr,1978,124000,"$124,000"
853,CollgCr,1978,140000,"$140,000"
854,CollgCr,1979,134900,"$134,900"
855,CollgCr,1977,150500,"$150,500"
856,CollgCr,1978,136500,"$136,500"
857,CollgCr,1977,143500,"$143,500"
858,CollgCr,1972,133500,"$133,500"
859,CollgCr,1972,123000,"$123,000"
860,CollgCr,1972,133900,"$133,900"
861,CollgCr,1972,133000,"$133,000"
862,CollgCr,2002,250000,"$250,000"
863,CollgCr,2003,254750,"$254,750"
864,CollgCr,2001,236500,"$236,500"
865,CollgCr,2001,261500,"$261,500"
866,CollgCr,2000,313000,"$313,000"
867,CollgCr,2002,198500,"$198,500"
868,CollgCr,2001,211000,"$211,000"
869,CollgCr,1999,220000,"$220,000"
870,CollgCr,1996,203000,"$203,000"
871,CollgCr,2002,279500,"$279,500"
872,CollgCr,1997,210000,"$210,000"
873,CollgCr,1997,219500,"$219,500"
874,CollgCr,1996,191000,"$191,000"
875,CollgCr,2001,178000,"$178,000"
876,CollgCr,2000,213000,"$213,000"
877,CollgCr,2003,144000,"$144,000"
878,CollgCr,2003,140000,"$140,000"
879,CollgCr,2007,293200,"$293,200"
880,CollgCr,2004,190000,"$190,000"
881,CollgCr,2004,190000,"$190,000"
882,CollgCr,2005,173500,"$173,500"
883,CollgCr,2007,170000,"$170,000"
884,Edwards,1949,108000,"$108,000"
885,Edwards,1964,167000,"$167,000"
886,Edwards,1938,100000,"$100,000"
887,Edwards,2003,198500,"$198,500"
888,Edwards,1977,159500,"$159,500"
889,Edwards,1960,127000,"$127,000"
890,Edwards,1976,125000,"$125,000"
891,Edwards,2007,320000,"$320,000"
892,Edwards,2005,145500,"$145,500"
893,Edwards,1947,118000,"$118,000"
894,Edwards,1959,85000,"$85,000"
895,Edwards,1950,120000,"$120,000"
896,Edwards,1945,98000,"$98,000"
897,Edwards,1922,99900,"$99,900"
898,Edwards,1952,82000,"$82,000"
899,Edwards,1959,119900,"$119,900"
900,Edwards,1956,103500,"$103,500"
901,Edwards,1956,112000,"$112,000"
902,Edwards,1920,110000,"$110,000"
903,Edwards,1941,122000,"$122,000"
904,Edwards,1941,117000,"$117,000"
905,SWISU,1938,160000,"$160,000"
906,SWISU,1932,159434,"$159,434"
907,SWISU,1920,60000,"$60,000"
908,SWISU,1940,139500,"$139,500"
909,SWISU,1920,197000,"$197,000"
910,SWISU,1935,105000,"$105,000"
911,SWISU,1928,135000,"$135,000"
912,Crawfor,1916,147500,"$147,500"
913,SWISU,1925,137450,"$137,450"
914,SWISU,1936,155000,"$155,000"
915,Crawfor,1928,177000,"$177,000"
916,SWISU,1928,145000,"$145,000"
917,Crawfor,1918,137000,"$137,000"
918,Crawfor,1926,234000,"$234,000"
919,Crawfor,1940,205000,"$205,000"
920,Crawfor,1942,177500,"$177,500"
921,Crawfor,1940,160000,"$160,000"
922,Crawfor,1960,155000,"$155,000"
923,Crawfor,1921,163500,"$163,500"
924,Crawfor,1921,154900,"$154,900"
925,Crawfor,1940,205000,"$205,000"
926,Crawfor,1954,144800,"$144,800"
927,Crawfor,1941,174500,"$174,500"
928,Crawfor,1960,193000,"$193,000"
929,Crawfor,1949,158000,"$158,000"
930,Crawfor,1950,158500,"$158,500"
931,Crawfor,1954,224000,"$224,000"
932,Blueste,1980,115000,"$115,000"
933,Blueste,1980,137000,"$137,000"
934,Blueste,1980,121000,"$121,000"
935,Blueste,1980,124000,"$124,000"
936,Crawfor,1986,208000,"$208,000"
937,Crawfor,1971,315000,"$315,000"
938,Crawfor,1988,222000,"$222,000"
939,IDOTRR,1920,147000,"$147,000"
940,IDOTRR,1900,123000,"$123,000"
941,IDOTRR,1920,78000,"$78,000"
942,IDOTRR,1915,85000,"$85,000"
943,IDOTRR,1925,75000,"$75,000"
944,Crawfor,2007,230000,"$230,000"
945,IDOTRR,1910,57625,"$57,625"
946,Mitchel,2000,251000,"$251,000"
947,Mitchel,2003,239686,"$239,686"
948,Mitchel,2004,240000,"$240,000"
949,Mitchel,2001,215000,"$215,000"
950,Mitchel,1977,156450,"$156,450"
951,Mitchel,1977,173000,"$173,000"
952,Mitchel,1977,126000,"$126,000"
953,Mitchel,1990,173000,"$173,000"
954,Mitchel,1991,152000,"$152,000"
955,Timber,1958,137500,"$137,500"
956,Timber,1965,375000,"$375,000"
957,Timber,2007,315500,"$315,500"
958,Timber,2009,224500,"$224,500"
959,Timber,2008,410000,"$410,000"
960,Timber,2008,316500,"$316,500"
961,Timber,2007,201000,"$201,000"
962,Timber,1988,175000,"$175,000"
963,Timber,1980,204000,"$204,000"
964,Timber,1987,213500,"$213,500"
965,Timber,2001,220000,"$220,000"
966,Timber,2003,170000,"$170,000"
967,Timber,2006,315000,"$315,000"
968,Timber,2007,425000,"$425,000"
969,Mitchel,1968,139500,"$139,500"
970,Mitchel,1960,115000,"$115,000"
971,Mitchel,1998,162000,"$162,000"
972,Mitchel,1999,165000,"$165,000"
973,MeadowV,1973,91000,"$91,000"
974,Mitchel,1968,130000,"$130,000"
975,MeadowV,1970,86000,"$86,000"
976,Mitchel,1969,160000,"$160,000"
977,MeadowV,1970,80000,"$80,000"
978,MeadowV,1970,97000,"$97,000"
979,MeadowV,1970,88000,"$88,000"
980,Mitchel,1972,131900,"$131,900"
981,Mitchel,1993,131250,"$131,250"
982,Mitchel,1978,165500,"$165,500"
983,Mitchel,1985,112000,"$112,000"
984,Mitchel,1992,149000,"$149,000"
985,Mitchel,1993,143000,"$143,000"
986,Mitchel,1992,130000,"$130,000"
987,Mitchel,1977,196000,"$196,000"
988,Mitchel,1969,173000,"$173,000"
989,NAmes,1958,176500,"$176,500"
990,NAmes,1970,237500,"$237,500"
991,NAmes,1969,206900,"$206,900"
992,Gilbert,1997,187500,"$187,500"
993,Gilbert,1995,165000,"$165,000"
994,Gilbert,1998,195500,"$195,500"
995,Gilbert,1998,192000,"$192,000"
996,Gilbert,1996,173000,"$173,000"
997,Gilbert,1996,177900,"$177,900"
998,Gilbert,1996,175000,"$175,000"
999,StoneBr,2001,286000,"$286,000"
1000,StoneBr,1997,247900,"$247,900"
1001,StoneBr,1993,180000,"$180,000"
1002,StoneBr,1992,180000,"$180,000"
1003,Gilbert,1997,181000,"$181,000"
1004,Gilbert,1998,183000,"$183,000"
1005,Gilbert,1995,188000,"$188,000"
1006,Gilbert,1994,194500,"$194,500"
1007,Gilbert,1991,185000,"$185,000"
1008,StoneBr,1988,189000,"$189,000"
1009,StoneBr,1989,188500,"$188,500"
1010,StoneBr,2005,355000,"$355,000"
1011,StoneBr,2005,325000,"$325,000"
1012,StoneBr,2004,387000,"$387,000"
1013,Gilbert,1952,115000,"$115,000"
1014,StoneBr,2007,334000,"$334,000"
1015,Gilbert,1950,133000,"$133,000"
1016,NWAmes,1986,215000,"$215,000"
1017,NWAmes,1988,226500,"$226,500"
1018,NWAmes,1981,175500,"$175,500"
1019,NWAmes,1983,181900,"$181,900"
1020,NWAmes,1978,235000,"$235,000"
1021,NWAmes,1979,220000,"$220,000"
1022,NWAmes,1977,272000,"$272,000"
1023,NWAmes,1976,161000,"$161,000"
1024,NWAmes,1977,175000,"$175,000"
1025,NWAmes,1980,185000,"$185,000"
1026,NWAmes,1969,146900,"$146,900"
1027,NWAmes,1978,292500,"$292,500"
1028,NWAmes,1976,180000,"$180,000"
1029,NWAmes,1976,159900,"$159,900"
1030,NWAmes,1976,205000,"$205,000"
1031,NWAmes,1973,157000,"$157,000"
1032,NWAmes,1996,306000,"$306,000"
1033,NAmes,1974,133000,"$133,000"
1034,NAmes,1969,151000,"$151,000"
1035,NAmes,1969,111900,"$111,900"
1036,NAmes,1971,123000,"$123,000"
1037,NAmes,1972,111250,"$111,250"
1038,NAmes,1998,181000,"$181,000"
1039,BrDale,1973,103400,"$103,400"
1040,BrDale,1973,100000,"$100,000"
1041,BrDale,1972,100500,"$100,500"
1042,BrDale,1970,106000,"$106,000"
1043,BrDale,1971,85400,"$85,400"
1044,BrDale,1971,89500,"$89,500"
1045,BrDale,1972,111750,"$111,750"
1046,NPkVill,1977,140000,"$140,000"
1047,NPkVill,1975,143000,"$143,000"
1048,NPkVill,1977,148500,"$148,500"
1049,NAmes,1966,110000,"$110,000"
1050,NridgHt,2008,394617,"$394,617"
1051,NridgHt,2007,426000,"$426,000"
1052,NridgHt,2007,385000,"$385,000"
1053,NridgHt,2008,446261,"$446,261"
1054,NridgHt,2007,317500,"$317,500"
1055,NridgHt,2007,372402,"$372,402"
1056,NridgHt,2007,417500,"$417,500"
1057,NridgHt,2007,383000,"$383,000"
1058,NridgHt,2006,390000,"$390,000"
1059,NridgHt,2005,460000,"$460,000"
1060,NridgHt,2005,379000,"$379,000"
1061,NridgHt,2007,250000,"$250,000"
1062,NridgHt,2004,316000,"$316,000"
1063,NridgHt,2003,615000,"$615,000"
1064,NridgHt,2003,412500,"$412,500"
1065,NridgHt,2003,284000,"$284,000"
1066,NridgHt,2003,284000,"$284,000"
1067,NridgHt,2001,421250,"$421,250"
1068,NridgHt,2003,370000,"$370,000"
1069,NridgHt,2008,336860,"$336,860"
1070,NridgHt,2008,367294,"$367,294"
1071,NridgHt,2005,192000,"$192,000"
1072,NridgHt,2003,274000,"$274,000"
1073,NridgHt,2005,266000,"$266,000"
1074,NridgHt,2007,370967,"$370,967"
1075,NridgHt,2006,234250,"$234,250"
1076,NridgHt,2006,219500,"$219,500"
1077,NridgHt,2003,155000,"$155,000"
1078,NridgHt,2003,154000,"$154,000"
1079,NridgHt,2004,207000,"$207,000"
1080,Blmngtn,2003,195000,"$195,000"
1081,Blmngtn,2004,219990,"$219,990"
1082,Blmngtn,2005,191000,"$191,000"
1083,Blmngtn,2007,159895,"$159,895"
1084,Blmngtn,2007,187687,"$187,687"
1085,Gilbert,2004,179000,"$179,000"
1086,Gilbert,2004,193000,"$193,000"
1087,Gilbert,2005,190000,"$190,000"
1088,Gilbert,2005,176000,"$176,000"
1089,Gilbert,2002,188000,"$188,000"
1090,Gilbert,2003,213000,"$213,000"
1091,NridgHt,2007,217300,"$217,300"
1092,Gilbert,2000,186500,"$186,500"
1093,Gilbert,2000,226750,"$226,750"
1094,Gilbert,2004,184000,"$184,000"
1095,Gilbert,2002,176000,"$176,000"
1096,Gilbert,1999,225000,"$225,000"
1097,Gilbert,1999,185900,"$185,900"
1098,NoRidge,1997,284500,"$284,500"
1099,NoRidge,1998,315000,"$315,000"
1100,NoRidge,2000,250000,"$250,000"
1101,NoRidge,2000,291000,"$291,000"
1102,NoRidge,1998,350000,"$350,000"
1103,NoRidge,1996,279500,"$279,500"
1104,NoRidge,1995,290000,"$290,000"
1105,NoRidge,1995,350000,"$350,000"
1106,NoRidge,1993,341000,"$341,000"
1107,NoRidge,1993,287500,"$287,500"
1108,NoRidge,1994,271000,"$271,000"
1109,NoRidge,1994,301500,"$301,500"
1110,Somerst,2007,235128,"$235,128"
1111,Somerst,2007,214000,"$214,000"
1112,Somerst,2006,232000,"$232,000"
1113,Somerst,2006,240000,"$240,000"
1114,Somerst,2008,264132,"$264,132"
1115,Somerst,2007,245000,"$245,000"
1116,Somerst,2008,227680,"$227,680"
1117,Somerst,2007,257000,"$257,000"
1118,Somerst,2007,297900,"$297,900"
1119,Somerst,2006,247000,"$247,000"
1120,Somerst,2007,212700,"$212,700"
1121,Somerst,2007,250580,"$250,580"
1122,Somerst,2007,182000,"$182,000"
1123,Somerst,2005,226700,"$226,700"
1124,Somerst,2003,250000,"$250,000"
1125,Somerst,2005,250000,"$250,000"
1126,Somerst,2007,339750,"$339,750"
1127,Somerst,2007,205950,"$205,950"
1128,Somerst,2007,256000,"$256,000"
1129,Somerst,2007,230348,"$230,348"
1130,Somerst,2003,207500,"$207,500"
1131,SawyerW,2004,141000,"$141,000"
1132,SawyerW,2003,188000,"$188,000"
1133,SawyerW,2003,192500,"$192,500"
1134,SawyerW,2005,146000,"$146,000"
1135,SawyerW,2004,159000,"$159,000"
1136,SawyerW,2003,155000,"$155,000"
1137,SawyerW,2004,173000,"$173,000"
1138,SawyerW,2007,170000,"$170,000"
1139,SawyerW,1995,182000,"$182,000"
1140,SawyerW,1993,163000,"$163,000"
1141,SawyerW,1994,193500,"$193,500"
1142,SawyerW,1994,189000,"$189,000"
1143,SawyerW,2001,190500,"$190,500"
1144,SawyerW,1992,175000,"$175,000"
1145,SawyerW,1991,179200,"$179,200"
1146,SawyerW,1993,187000,"$187,000"
1147,SawyerW,1993,193000,"$193,000"
1148,SawyerW,1993,153900,"$153,900"
1149,Sawyer,1963,128000,"$128,000"
1150,Sawyer,1962,144000,"$144,000"
1151,Sawyer,1961,135000,"$135,000"
1152,Sawyer,1968,115000,"$115,000"
1153,Sawyer,1963,119916,"$119,916"
1154,Sawyer,1961,142000,"$142,000"
1155,Veenker,1974,192000,"$192,000"
1156,Sawyer,1972,140000,"$140,000"
1157,NoRidge,1990,290000,"$290,000"
1158,NoRidge,1993,372500,"$372,500"
1159,Somerst,2004,196000,"$196,000"
1160,Somerst,2006,171900,"$171,900"
1161,Somerst,2004,178000,"$178,000"
1162,Somerst,2005,165000,"$165,000"
1163,Somerst,2007,146000,"$146,000"
1164,Somerst,2007,146000,"$146,000"
1165,Somerst,1999,179400,"$179,400"
1166,Somerst,1999,172900,"$172,900"
1167,Somerst,2000,300000,"$300,000"
1168,Somerst,2001,285000,"$285,000"
1169,Somerst,2001,290000,"$290,000"
1170,Somerst,1999,305000,"$305,000"
1171,Somerst,1999,328900,"$328,900"
1172,Somerst,1999,160000,"$160,000"
1173,Somerst,1999,170000,"$170,000"
1174,Somerst,2001,223000,"$223,000"
1175,Somerst,1999,170000,"$170,000"
1176,Somerst,1999,200000,"$200,000"
1177,Somerst,1998,345000,"$345,000"
1178,Veenker,1996,245500,"$245,500"
1179,Veenker,1995,217500,"$217,500"
1180,Veenker,1993,324000,"$324,000"
1181,Veenker,1984,162500,"$162,500"
1182,Veenker,1977,150000,"$150,000"
1183,Veenker,1976,290000,"$290,000"
1184,Somerst,2002,205000,"$205,000"
1185,NWAmes,1970,174000,"$174,000"
1186,NWAmes,1969,183000,"$183,000"
1187,NWAmes,1968,150000,"$150,000"
1188,NWAmes,1971,145000,"$145,000"
1189,NWAmes,1967,215000,"$215,000"
1190,NWAmes,1965,140500,"$140,500"
1191,NWAmes,1974,240000,"$240,000"
1192,NAmes,1968,141000,"$141,000"
1193,NAmes,1965,147000,"$147,000"
1194,NAmes,1965,135000,"$135,000"
1195,NAmes,1965,145000,"$145,000"
1196,NAmes,1965,142600,"$142,600"
1197,NWAmes,1973,135000,"$135,000"
1198,NWAmes,1971,170000,"$170,000"
1199,NWAmes,1976,299800,"$299,800"
1200,NWAmes,1974,185000,"$185,000"
1201,NWAmes,1966,173000,"$173,000"
1202,NAmes,1961,178400,"$178,400"
1203,NWAmes,1968,176000,"$176,000"
1204,NAmes,1956,98000,"$98,000"
1205,NAmes,1957,109008,"$109,008"
1206,NAmes,1956,135750,"$135,750"
1207,NAmes,1963,155000,"$155,000"
1208,NAmes,1964,180500,"$180,500"
1209,NAmes,1966,174900,"$174,900"
1210,NAmes,1965,140000,"$140,000"
1211,NAmes,1964,145000,"$145,000"
1212,NAmes,1965,179900,"$179,900"
1213,NAmes,1964,168500,"$168,500"
1214,NAmes,1961,140000,"$140,000"
1215,NAmes,1959,145500,"$145,500"
1216,NAmes,1959,142000,"$142,000"
1217,NAmes,1960,141000,"$141,000"
1218,NAmes,1960,153000,"$153,000"
1219,BrkSide,1949,72500,"$72,500"
1220,BrkSide,1935,52000,"$52,000"
1221,BrkSide,1939,118000,"$118,000"
1222,BrkSide,1937,87000,"$87,000"
1223,NAmes,1960,141500,"$141,500"
1224,NAmes,1950,119000,"$119,000"
1225,NAmes,1950,141500,"$141,500"
1226,NAmes,1955,165500,"$165,500"
1227,NAmes,1953,112900,"$112,900"
1228,NAmes,1965,201800,"$201,800"
1229,NAmes,1961,163000,"$163,000"
1230,NAmes,1961,139950,"$139,950"
1231,NAmes,1962,174000,"$174,000"
1232,NAmes,1962,165000,"$165,000"
1233,NAmes,1966,227000,"$227,000"
1234,NAmes,1955,135000,"$135,000"
1235,NAmes,1963,124000,"$124,000"
1236,NAmes,1962,140000,"$140,000"
1237,NAmes,1957,136500,"$136,500"
1238,NAmes,1959,185000,"$185,000"
1239,NAmes,1958,163000,"$163,000"
1240,NAmes,1958,166800,"$166,800"
1241,NAmes,1956,139000,"$139,000"
1242,NAmes,1957,166000,"$166,000"
1243,NAmes,1958,136000,"$136,000"
1244,NAmes,1956,133000,"$133,000"
1245,NAmes,1952,116000,"$116,000"
1246,NAmes,1953,137500,"$137,500"
1247,NAmes,1953,130000,"$130,000"
1248,NAmes,1957,180000,"$180,000"
1249,NAmes,1951,139000,"$139,000"
1250,NAmes,1953,110000,"$110,000"
1251,NAmes,1957,100000,"$100,000"
1252,NAmes,1947,118500,"$118,500"
1253,NAmes,1957,146000,"$146,000"
1254,OldTown,1948,89900,"$89,900"
1255,OldTown,1925,114000,"$114,000"
1256,NAmes,1945,140000,"$140,000"
1257,OldTown,1940,86900,"$86,900"
1258,OldTown,1922,139000,"$139,000"
1259,OldTown,1900,106250,"$106,250"
1260,NAmes,1962,171000,"$171,000"
1261,NAmes,1968,139000,"$139,000"
1262,NAmes,1958,186000,"$186,000"
1263,NAmes,1960,157000,"$157,000"
1264,NAmes,1960,148000,"$148,000"
1265,NAmes,1960,242000,"$242,000"
1266,NAmes,1953,116000,"$116,000"
1267,NAmes,1951,94000,"$94,000"
1268,NAmes,1950,98300,"$98,300"
1269,NAmes,1960,127000,"$127,000"
1270,NAmes,1959,159000,"$159,000"
1271,NAmes,1962,125900,"$125,900"
1272,NAmes,1960,155000,"$155,000"
1273,NAmes,1948,138000,"$138,000"
1274,NAmes,1954,112500,"$112,500"
1275,NAmes,1954,105500,"$105,500"
1276,NAmes,1954,127500,"$127,500"
1277,NAmes,1961,130000,"$130,000"
1278,NAmes,1955,150000,"$150,000"
1279,NAmes,1954,109500,"$109,500"
1280,NAmes,1963,140000,"$140,000"
1281,NAmes,1964,167900,"$167,900"
1282,NAmes,1963,136870,"$136,870"
1283,OldTown,2008,143000,"$143,000"
1284,OldTown,1925,73000,"$73,000"
1285,OldTown,1904,157500,"$157,500"
1286,OldTown,1948,122600,"$122,600"
1287,OldTown,1910,111000,"$111,000"
1288,OldTown,1920,256000,"$256,000"
1289,OldTown,1940,64000,"$64,000"
1290,OldTown,1915,139500,"$139,500"
1291,OldTown,1910,118000,"$118,000"
1292,OldTown,2003,200000,"$200,000"
1293,OldTown,1940,119164,"$119,164"
1294,OldTown,1920,122250,"$122,250"
1295,OldTown,1920,120000,"$120,000"
1296,OldTown,1940,155000,"$155,000"
1297,OldTown,1910,78000,"$78,000"
1298,OldTown,1890,95000,"$95,000"
1299,OldTown,1948,115000,"$115,000"
1300,OldTown,1948,147000,"$147,000"
1301,OldTown,1946,140000,"$140,000"
1302,OldTown,1946,46500,"$46,500"
1303,OldTown,1957,112500,"$112,500"
1304,OldTown,1954,107900,"$107,900"
1305,OldTown,1949,65000,"$65,000"
1306,OldTown,1880,295000,"$295,000"
1307,OldTown,1900,139500,"$139,500"
1308,OldTown,1915,153900,"$153,900"
1309,OldTown,1920,132000,"$132,000"
1310,OldTown,1916,98000,"$98,000"
1311,OldTown,1900,114000,"$114,000"
1312,OldTown,1920,130000,"$130,000"
1313,OldTown,1917,129500,"$129,500"
1314,OldTown,1905,129400,"$129,400"
1315,OldTown,1928,161000,"$161,000"
1316,OldTown,1905,163000,"$163,000"
1317,OldTown,1914,128000,"$128,000"
1318,OldTown,1872,122000,"$122,000"
1319,OldTown,1926,116900,"$116,900"
1320,OldTown,1893,325000,"$325,000"
1321,OldTown,1920,55000,"$55,000"
1322,OldTown,1890,184000,"$184,000"
1323,OldTown,1959,110000,"$110,000"
1324,OldTown,1954,131500,"$131,500"
1325,OldTown,1956,97000,"$97,000"
1326,OldTown,1958,115500,"$115,500"
1327,BrkSide,1928,138000,"$138,000"
1328,BrkSide,1945,108000,"$108,000"
1329,BrkSide,1930,79500,"$79,500"
1330,BrkSide,1935,153000,"$153,000"
1331,BrkSide,1924,109500,"$109,500"
1332,BrkSide,1941,124000,"$124,000"
1333,BrkSide,1900,106900,"$106,900"
1334,BrkSide,1940,164900,"$164,900"
1335,BrkSide,1924,119000,"$119,000"
1336,BrkSide,1929,120000,"$120,000"
1337,BrkSide,1937,157000,"$157,000"
1338,BrkSide,1939,105000,"$105,000"
1339,BrkSide,1926,113000,"$113,000"
1340,BrkSide,1920,115000,"$115,000"
